OpenJPA 2,3,0 openjpa land;;;;;OpenJPA 2,4,1 openjpa land;;;;;diff;Diff (%)
org,apache,openjpa,jdbc,identifier,QualifiedDBIdentifier,getIdentifier();2;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,select(org,apache,openjpa,jdbc,schema,Column,org,apache,openjpa,jdbc,sql,PathJoins,boolean);2;132346;;0;131951;99,701539903
org,apache,openjpa,jdbc,meta,ClassMapping,getJoinablePCSubclassMappings();2;3160;;;org,apache,openjpa,jdbc,identifier,QualifiedDBIdentifier,getIdentifier();2;790;;0;-2370;-300
org,apache,openjpa,jdbc,meta,strats,StringFieldStrategy,supportsSelect(org,apache,openjpa,jdbc,sql,Select,int,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);2;790;;;org,apache,openjpa,jdbc,meta,ClassMapping,getJoinablePCSubclassMappings();2;6321;;0;5531;87,5019775352
org,apache,openjpa,jdbc,sql,DBDictionary,appendSelect(org,apache,openjpa,jdbc,sql,SQLBuffer,java,lang,Object,org,apache,openjpa,jdbc,sql,Select,int);2;2370;;;org,apache,openjpa,jdbc,meta,strats,StringFieldStrategy,supportsSelect(org,apache,openjpa,jdbc,sql,Select,int,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);2;1185;;0;-1185;-100
org,apache,openjpa,jdbc,schema,Column,getTable();2;0;;;org,apache,openjpa,jdbc,sql,DBDictionary,appendSelect(org,apache,openjpa,jdbc,sql,SQLBuffer,java,lang,Object,org,apache,openjpa,jdbc,sql,Select,int);2;3160;;0;3160;100
org,apache,openjpa,kernel,exps,QueryExpressions,ctx();2;1186;;;org,apache,openjpa,jdbc,schema,Column,getTable();2;790;;0;-396;-50,1265822785
org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,isHinted(org,apache,openjpa,kernel,FetchConfiguration,java,lang,String);2;2370;;;org,apache,openjpa,kernel,exps,QueryExpressions,ctx();2;1185;;0;-1185;-100
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,access$100(org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping,boolean,org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState,org,apache,openjpa,jdbc,kernel,exps,ExpContext,boolean,int,long,long);1;298272;;;org,apache,openjpa,persistence,criteria,FromImpl,getFetches();2;1186;;1;-297086;-25049,4097807757
org,apache,openjpa,kernel,QueryImpl,getCompilation();1;1976;;;org,apache,commons,collections,set,MapBackedSet,decorate(java,util,Map,java,lang,Object);2;1185;;1;-791;-66,7510548523
org,apache,openjpa,persistence,criteria,CriteriaBuilderImpl,eval(java,lang,Object,org,apache,openjpa,kernel,ExpressionStoreQuery,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,meta,ClassMetaData);1;811062;;;org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,isHinted(org,apache,openjpa,kernel,FetchConfiguration,java,lang,String);2;3160;;1;-807902;-25566,5189873418
org,apache,openjpa,kernel,AbstractStoreQuery,supportsAbstractExecutors();1;395;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,access$100(org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping,boolean,org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState,org,apache,openjpa,jdbc,kernel,exps,ExpContext,boolean,int,long,long);1;454717;;0;454322;99,9131327837
org,apache,openjpa,jdbc,meta,strats,AbstractDiscriminatorStrategy,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping);1;395;;;org,apache,openjpa,kernel,QueryImpl,getCompilation();1;1580;;0;1185;75
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,handleSQLErrors(java,sql,SQLException);1;1976;;;org,apache,openjpa,persistence,criteria,CriteriaBuilderImpl,eval(java,lang,Object,org,apache,openjpa,kernel,ExpressionStoreQuery,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,meta,ClassMetaData);1;1201778;;0;1199802;99,8355769535
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isPaginated();1;3951;;;org,apache,openjpa,kernel,AbstractStoreQuery,supportsAbstractExecutors();1;0;;0;-3951;#VALEUR !
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getRange(org,apache,openjpa,kernel,StoreQuery,java,lang,Object[],org,apache,openjpa,kernel,StoreQuery$Range);1;791;;;org,apache,openjpa,jdbc,meta,strats,AbstractDiscriminatorStrategy,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping);1;395;;0;-396;-100,253164557
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getResultShape(org,apache,openjpa,kernel,StoreQuery);1;790;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,handleSQLErrors(java,sql,SQLException);1;1580;;0;790;50
org,apache,openjpa,kernel,ExpressionStoreQuery,newCompilation();1;395;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isPaginated();1;3950;;0;3555;90
org,apache,openjpa,kernel,QueryImpl$PackingResultObjectProvider,getDelegate();1;395;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getRange(org,apache,openjpa,kernel,StoreQuery,java,lang,Object[],org,apache,openjpa,kernel,StoreQuery$Range);1;790;;0;395;50
org,apache,openjpa,kernel,exps,QueryExpressions,setContexts(java,util,Stack);1;0;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getResultShape(org,apache,openjpa,kernel,StoreQuery);1;395;;0;395;100
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,prepareStatement(java,lang,String,boolean);1;2165730;;;org,apache,openjpa,kernel,ExpressionStoreQuery,newCompilation();1;395;;0;-2165335;-548186,075949367
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,getIdentifier();1;0;;;org,apache,openjpa,kernel,QueryImpl$PackingResultObjectProvider,getDelegate();1;396;;0;396;100
org,apache,openjpa,persistence,QueryImpl,getParamTypes();1;10272;;;org,apache,openjpa,kernel,exps,QueryExpressions,setContexts(java,util,Stack);1;0;;0;-10272;#VALEUR !
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getSubselectPath();1;0;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,prepareStatement(java,lang,String,boolean);1;2748840;;0;2748840;100
org,apache,openjpa,lib,jdbc,DecoratingDataSource,getConnection(java,lang,String,java,lang,String);1;478024;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,getIdentifier();1;395;;0;-477629;-120918,734177215
org,apache,openjpa,kernel,QueryImpl$PackingResultObjectProvider,open();1;3146273;;;org,apache,openjpa,persistence,QueryImpl,getParamTypes();1;9876;;0;-3136397;-31757,7663021466
org,apache,openjpa,kernel,ResultShape,getType();1;395;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getSubselectPath();1;0;;0;-395;#VALEUR !
org,apache,openjpa,persistence,criteria,RootImpl,addToContext(org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,meta,MetamodelImpl,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;19753;;;org,apache,openjpa,lib,jdbc,DecoratingDataSource,getConnection(java,lang,String,java,lang,String);1;767210;;0;747457;97,425346385
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,logSQL(java,sql,Statement);1;4741;;;org,apache,openjpa,kernel,QueryImpl$PackingResultObjectProvider,open();1;3954964;;0;3950223;99,8801253311
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,copy(org,apache,openjpa,kernel,FetchConfiguration);1;81778;;;org,apache,openjpa,kernel,ResultShape,getType();1;395;;0;-81383;-20603,2911392405
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getRestriction();1;395;;;org,apache,openjpa,persistence,criteria,RootImpl,addToContext(org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,meta,MetamodelImpl,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;35556;;0;35161;98,8890763865
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,createWhereSelects(java,util,List,org,apache,openjpa,jdbc,meta,ClassMapping[],java,util,List,boolean,java,util,BitSet,java,util,BitSet,org,apache,openjpa,kernel,exps,ExpressionFactory[],org,apache,openjpa,kernel,exps,QueryExpressions[],org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState[],org,apache,openjpa,jdbc,kernel,exps,ExpContext,int);1;100346;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,logSQL(java,sql,Statement);1;3556;;0;-96790;-2721,8785151856
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,ctx();1;790;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,copy(org,apache,openjpa,kernel,FetchConfiguration);1;86123;;0;85333;99,0827072907
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,setTargetQuery(java,lang,String);1;395;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getRestriction();1;395;;0;0;0
org,apache,openjpa,persistence,QueryImpl,preExecute(java,util,Map);1;77432;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,createWhereSelects(java,util,List,org,apache,openjpa,jdbc,meta,ClassMapping[],java,util,List,boolean,java,util,BitSet,java,util,BitSet,org,apache,openjpa,kernel,exps,ExpressionFactory[],org,apache,openjpa,kernel,exps,QueryExpressions[],org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState[],org,apache,openjpa,jdbc,kernel,exps,ExpContext,int);1;138272;;0;60840;44,0002314279
org,apache,openjpa,jdbc,sql,SelectImpl,and(org,apache,openjpa,jdbc,sql,PathJoins,org,apache,openjpa,jdbc,sql,PathJoins,boolean);1;0;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,ctx();1;2371;;0;2371;100
org,apache,openjpa,jdbc,meta,Discriminator,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping);1;3161;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,setTargetQuery(java,lang,String);1;0;;0;-3161;#VALEUR !
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getJoinedTableMeta(org,apache,openjpa,jdbc,sql,Select);1;1975;;;org,apache,openjpa,persistence,QueryImpl,preExecute(java,util,Map);1;105086;;0;103111;98,1205869478
org,apache,openjpa,jdbc,sql,LogicalUnion,setLRS(boolean);1;1975;;;org,apache,openjpa,jdbc,sql,SelectImpl,and(org,apache,openjpa,jdbc,sql,PathJoins,org,apache,openjpa,jdbc,sql,PathJoins,boolean);1;395;;0;-1580;-400
org,apache,openjpa,jdbc,sql,AbstractResult,setBaseMapping(org,apache,openjpa,jdbc,meta,ClassMapping);1;0;;;org,apache,openjpa,jdbc,meta,Discriminator,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping);1;4741;;0;4741;100
org,apache,openjpa,kernel,QueryImpl,getOperation();1;882963;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getJoinedTableMeta(org,apache,openjpa,jdbc,sql,Select);1;3160;;0;-879803;-27841,8670886076
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalCrossJoinRoots(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;2766;;;org,apache,openjpa,jdbc,sql,LogicalUnion,setLRS(boolean);1;3160;;0;394;12,4683544304
org,apache,openjpa,lib,jdbc,DataSourceLogs,isJDBCEnabled();1;1976;;;org,apache,openjpa,jdbc,sql,AbstractResult,setBaseMapping(org,apache,openjpa,jdbc,meta,ClassMapping);1;395;;0;-1581;-400,253164557
org,apache,openjpa,jdbc,meta,Version,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping);1;1580;;;org,apache,openjpa,kernel,QueryImpl,getOperation();1;1281186;;0;1279606;99,8766767667
org,apache,openjpa,jdbc,sql,SelectImpl,getWhere();1;0;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalCrossJoinRoots(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;3556;;0;3556;100
org,apache,openjpa,jdbc,sql,SelectImpl,setRecordOrderedIndexes(boolean);1;0;;;org,apache,openjpa,lib,jdbc,DataSourceLogs,isJDBCEnabled();1;790;;0;790;100
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,executeUnion(org,apache,openjpa,jdbc,sql,Union,org,apache,openjpa,jdbc,meta,ClassMapping[],org,apache,openjpa,kernel,exps,QueryExpressions[],org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState[],org,apache,openjpa,jdbc,kernel,exps,ExpContext,java,util,BitSet[]);1;1975;;;org,apache,openjpa,jdbc,meta,Version,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping);1;1975;;0;0;0
org,apache,openjpa,kernel,exps,Context,addVariable(java,lang,String,org,apache,openjpa,kernel,exps,Value);1;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,getWhere();1;0;;0;-395;#VALEUR !
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,isDistinct(org,apache,openjpa,kernel,StoreQuery);1;4741;;;org,apache,openjpa,jdbc,sql,SelectImpl,setRecordOrderedIndexes(boolean);1;395;;0;-4346;-1100,253164557
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,getQueryExpressions(org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;805136;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,executeUnion(org,apache,openjpa,jdbc,sql,Union,org,apache,openjpa,jdbc,meta,ClassMapping[],org,apache,openjpa,kernel,exps,QueryExpressions[],org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState[],org,apache,openjpa,jdbc,kernel,exps,ExpContext,java,util,BitSet[]);1;2371;;0;-802765;-33857,6549978912
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalAccessPaths(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;13037;;;org,apache,openjpa,kernel,exps,Context,addVariable(java,lang,String,org,apache,openjpa,kernel,exps,Value);1;395;;0;-12642;-3200,5063291139
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,handleSQLErrors(java,sql,Statement,java,sql,SQLException);1;1976;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,isDistinct(org,apache,openjpa,kernel,StoreQuery);1;3950;;0;1974;49,9746835443
org,apache,openjpa,jdbc,sql,SelectImpl,logEagerRelations();1;0;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,getQueryExpressions(org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;1178075;;0;1178075;100
org,apache,openjpa,jdbc,sql,SQLFactoryImpl,newUnion(org,apache,openjpa,jdbc,sql,Select[]);1;5531;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalAccessPaths(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;17383;;0;11852;68,1815566933
org,apache,openjpa,jdbc,sql,SelectImpl,getSQL();1;395;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,handleSQLErrors(java,sql,Statement,java,sql,SQLException);1;1186;;0;791;66,694772344
org,apache,openjpa,kernel,QueryImpl,isAccessPathDirty();1;7112;;;org,apache,openjpa,jdbc,sql,SelectImpl,logEagerRelations();1;395;;0;-6717;-1700,5063291139
org,apache,openjpa,persistence,criteria,CriteriaBuilderImpl,populate(java,lang,Object,org,apache,openjpa,kernel,ExpressionStoreQuery);1;12642;;;org,apache,openjpa,jdbc,sql,SQLFactoryImpl,newUnion(org,apache,openjpa,jdbc,sql,Select[]);1;7506;;0;-5136;-68,4252597922
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,select(org,apache,openjpa,jdbc,schema,Column,org,apache,openjpa,jdbc,sql,Joins);1;19359;;;org,apache,openjpa,jdbc,sql,SelectImpl,getSQL();1;395;;0;-18964;-4801,0126582279
org,apache,openjpa,jdbc,sql,SelectImpl,execute(org,apache,openjpa,kernel,StoreContext,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;3126520;;;org,apache,openjpa,kernel,QueryImpl,isAccessPathDirty();1;11457;;0;-3115063;-27189,1681941171
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getIndependentExpressionCandidates(org,apache,openjpa,meta,ClassMetaData,boolean);1;3556;;;org,apache,openjpa,persistence,criteria,CriteriaBuilderImpl,populate(java,lang,Object,org,apache,openjpa,kernel,ExpressionStoreQuery);1;14618;;0;11062;75,6738267889
org,apache,openjpa,jdbc,kernel,SelectResultObjectProvider,open();1;3141137;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,select(org,apache,openjpa,jdbc,schema,Column,org,apache,openjpa,jdbc,sql,Joins);1;40296;;0;-3100841;-7695,1583283701
org,apache,openjpa,persistence,criteria,SelectionImpl,isAutoAliased();1;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,execute(org,apache,openjpa,kernel,StoreContext,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;3900446;;0;3900051;99,989872953
org,apache,openjpa,lib,jdbc,JDBCEventConnectionDecorator,decorate(java,sql,Connection);1;1185;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getIndependentExpressionCandidates(org,apache,openjpa,meta,ClassMetaData,boolean);1;3950;;0;2765;70
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,access$900(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,java,sql,Statement,java,sql,SQLException);1;3161;;;org,apache,openjpa,jdbc,kernel,SelectResultObjectProvider,open();1;3951804;;0;3948643;99,9200112151
org,apache,openjpa,persistence,criteria,RootImpl,asVariable(org,apache,openjpa,persistence,criteria,AliasContext);1;5136;;;org,apache,openjpa,persistence,criteria,SelectionImpl,isAutoAliased();1;395;;0;-4741;-1200,253164557
org,apache,openjpa,persistence,AbstractQuery,isNative();1;2766;;;org,apache,openjpa,lib,jdbc,JDBCEventConnectionDecorator,decorate(java,sql,Connection);1;1976;;0;-790;-39,979757085
org,apache,openjpa,jdbc,sql,LogicalUnion,hasMultipleSelects();1;3951;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,access$900(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,java,sql,Statement,java,sql,SQLException);1;3951;;0;0;0
org,apache,openjpa,kernel,DelegatingQuery,hasSubclasses();1;1580;;;org,apache,openjpa,persistence,criteria,RootImpl,asVariable(org,apache,openjpa,persistence,criteria,AliasContext);1;6321;;0;4741;75,0039550704
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalOrdering(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;3950;;;org,apache,openjpa,persistence,AbstractQuery,isNative();1;3160;;0;-790;-25
org,apache,openjpa,kernel,DelegatingBroker,isClosed();1;395;;;org,apache,openjpa,jdbc,sql,LogicalUnion,hasMultipleSelects();1;4741;;0;4346;91,668424383
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setResultSetType(int);1;395;;;org,apache,openjpa,kernel,DelegatingQuery,hasSubclasses();1;1580;;0;1185;75
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalDistinct(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;790;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalOrdering(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;4346;;0;3556;81,8223653935
org,apache,openjpa,kernel,FetchConfigurationImpl,setExtendedPathLookup(boolean);1;395;;;org,apache,openjpa,kernel,DelegatingBroker,isClosed();1;395;;0;0;0
org,apache,openjpa,kernel,ExpressionStoreQuery,invalidateCompilation();1;0;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setResultSetType(int);1;395;;0;395;100
org,apache,openjpa,jdbc,sql,DBDictionary,getFrom(org,apache,openjpa,jdbc,sql,Select,boolean);1;12642;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalDistinct(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;1185;;0;-11457;-966,835443038
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,selectIdentifier(org,apache,openjpa,jdbc,meta,ClassMapping,int,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;279704;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setExtendedPathLookup(boolean);1;0;;0;-279704;#VALEUR !
org,apache,openjpa,jdbc,kernel,exps,Variable,setMetaData(org,apache,openjpa,meta,ClassMetaData);1;790;;;org,apache,openjpa,kernel,ExpressionStoreQuery,invalidateCompilation();1;0;;0;-790;#VALEUR !
org,apache,openjpa,jdbc,sql,SelectImpl,aliasSize(boolean,org,apache,openjpa,jdbc,sql,SelectImpl);1;1185;;;org,apache,openjpa,jdbc,sql,DBDictionary,getFrom(org,apache,openjpa,jdbc,sql,Select,boolean);1;18963;;0;17778;93,7509887676
org,apache,openjpa,persistence,EntityManagerImpl,newQueryImpl(org,apache,openjpa,kernel,Query,org,apache,openjpa,meta,QueryMetaData);1;6716;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,selectIdentifier(org,apache,openjpa,jdbc,meta,ClassMapping,int,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;428642;;0;421926;98,4331913345
org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,initialize(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState);1;13827;;;org,apache,openjpa,jdbc,kernel,exps,Variable,setMetaData(org,apache,openjpa,meta,ClassMetaData);1;790;;0;-13037;-1650,253164557
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getParameters();1;1581;;;org,apache,openjpa,jdbc,sql,SelectImpl,aliasSize(boolean,org,apache,openjpa,jdbc,sql,SelectImpl);1;1186;;0;-395;-33,305227656
org,apache,openjpa,jdbc,sql,LogicalUnion,execute(org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;3136001;;;org,apache,openjpa,persistence,EntityManagerImpl,newQueryImpl(org,apache,openjpa,kernel,Query,org,apache,openjpa,meta,QueryMetaData);1;7111;;0;-3128890;-44000,7031359865
org,apache,openjpa,kernel,FetchConfigurationImpl,setQueryTimeout(int);1;395;;;org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,initialize(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState);1;17778;;0;17383;97,7781527731
org,apache,openjpa,persistence,meta,MetamodelImpl,entityImpl(java,lang,Class);1;3951;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getParameters();1;1580;;0;-2371;-150,0632911392
org,apache,openjpa,kernel,DelegatingStoreManager,newQuery(java,lang,String);1;6716;;;org,apache,openjpa,jdbc,sql,LogicalUnion,execute(org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;3913088;;0;3906372;99,8283708416
org,apache,openjpa,jdbc,sql,SQLBuffer,getUserParameters();1;0;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setQueryTimeout(int);1;0;;0;0;#VALEUR !
org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,emptyExpression();1;668840;;;org,apache,openjpa,persistence,meta,MetamodelImpl,entityImpl(java,lang,Class);1;4346;;0;-664494;-15289,7837091578
org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,executeQuery();1;333432;;;org,apache,openjpa,kernel,DelegatingStoreManager,newQuery(java,lang,String);1;9086;;0;-324346;-3569,7336561743
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getIsolation();1;395;;;org,apache,openjpa,jdbc,sql,SQLBuffer,getUserParameters();1;0;;0;-395;#VALEUR !
org,apache,openjpa,jdbc,schema,SimpleDriverDataSource,getSimpleDriver();1;0;;;org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,emptyExpression();1;996741;;0;996741;100
org,apache,openjpa,jdbc,sql,SQLBuffer,setParameters(java,sql,PreparedStatement);1;395;;;org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,executeQuery();1;192000;;0;191605;99,7942708333
org,apache,openjpa,persistence,criteria,SelectionImpl,asProjection(org,apache,openjpa,persistence,criteria,AliasContext);1;13432;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getIsolation();1;0;;0;-13432;#VALEUR !
org,apache,openjpa,kernel,FetchConfigurationImpl,getFetchGroups();1;395;;;org,apache,openjpa,jdbc,schema,SimpleDriverDataSource,getSimpleDriver();1;395;;0;0;0
org,apache,openjpa,persistence,QueryImpl,execute();1;9524942;;;org,apache,openjpa,jdbc,sql,SQLBuffer,setParameters(java,sql,PreparedStatement);1;395;;0;-9524547;-2411277,72151899
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,toCQL();1;48988;;;org,apache,openjpa,persistence,criteria,SelectionImpl,asProjection(org,apache,openjpa,persistence,criteria,AliasContext);1;12642;;0;-36346;-287,5019775352
org,apache,openjpa,kernel,DelegatingQuery,getQueryString();1;1581;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getFetchGroups();1;395;;0;-1186;-300,253164557
