OpenJPA 2,3,0 openjpa land;;;;;OpenJPA 2,4,1 openjpa land;;;;;diff;Diff (%)
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,isMultiselect();1;396;;;org,apache,openjpa,kernel,exps,Context,getSchemas();1;395;;0;-1;-0,253164557
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalOrderingAndProjection(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;24494;;;org,apache,openjpa,jdbc,sql,SQLBuffer,prepareStatement(java,sql,Connection,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,int);1;2776100;;0;2751606;99,1176830806
org,apache,openjpa,jdbc,sql,LogicalUnion,execute(org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;3139162;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,renderRoots(java,lang,StringBuilder,java,util,Collection);1;20938;;0;-3118224;-14892,654503773
org,apache,openjpa,jdbc,kernel,JDBCStoreManager$RefCountConnection,prepareStatement(java,lang,String,boolean);1;2182322;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,isMultiselect();1;790;;0;-2181532;-276143,29113924
org,apache,openjpa,jdbc,sql,SelectImpl,setTablePerClassMeta(org,apache,openjpa,jdbc,meta,ClassMapping);1;396;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalOrderingAndProjection(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;30815;;0;30419;98,714911569
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,addFetchInnerJoins(java,util,Collection);1;0;;;org,apache,openjpa,jdbc,sql,LogicalUnion,execute(org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;3948644;;0;3948644;100
org,apache,openjpa,jdbc,kernel,exps,EmptyExpression,appendTo(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,kernel,exps,ExpState,org,apache,openjpa,jdbc,sql,SQLBuffer);1;0;;;org,apache,openjpa,jdbc,kernel,JDBCStoreManager$RefCountConnection,prepareStatement(java,lang,String,boolean);1;2762273;;0;2762273;100
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,hasEagerJoin(boolean);1;1580;;;org,apache,openjpa,jdbc,sql,SelectImpl,setTablePerClassMeta(org,apache,openjpa,jdbc,meta,ClassMapping);1;395;;0;-1185;-300
org,apache,openjpa,kernel,DelegatingQuery,getOperation();1;884939;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,addFetchInnerJoins(java,util,Collection);1;0;;0;-884939;#VALEUR !
org,apache,openjpa,kernel,FetchConfigurationImpl,getLockScope();1;0;;;org,apache,openjpa,jdbc,kernel,exps,EmptyExpression,appendTo(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,kernel,exps,ExpState,org,apache,openjpa,jdbc,sql,SQLBuffer);1;395;;0;395;100
org,apache,openjpa,jdbc,sql,SelectImpl,getEagerResult(java,sql,Connection,java,sql,PreparedStatement,java,sql,ResultSet,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,boolean,org,apache,openjpa,jdbc,sql,SQLBuffer);1;9877;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,hasEagerJoin(boolean);1;2371;;0;-7506;-316,57528469
org,apache,openjpa,kernel,FetchConfigurationImpl,setLockScope(int);1;395;;;org,apache,openjpa,kernel,DelegatingQuery,getOperation();1;1283161;;0;1282766;99,9692166455
org,apache,openjpa,persistence,PersistenceExceptions,getRollbackTranslator(org,apache,openjpa,persistence,OpenJPAEntityManager);1;1186;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getLockScope();1;395;;0;-791;-200,253164557
org,apache,openjpa,persistence,QueryImpl,popQueryFetchPlan(boolean);1;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,getEagerResult(java,sql,Connection,java,sql,PreparedStatement,java,sql,ResultSet,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,boolean,org,apache,openjpa,jdbc,sql,SQLBuffer);1;9482;;0;9087;95,8342121915
org,apache,openjpa,jdbc,sql,SelectImpl,setRange(long,long);1;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setLockScope(int);1;395;;0;0;0
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,calculateEagerMode(org,apache,openjpa,kernel,exps,QueryExpressions,long,long);1;5136;;;org,apache,openjpa,persistence,PersistenceExceptions,getRollbackTranslator(org,apache,openjpa,persistence,OpenJPAEntityManager);1;1185;;0;-3951;-333,417721519
org,apache,openjpa,jdbc,sql,AbstractResult,setLocking(boolean);1;0;;;org,apache,openjpa,persistence,QueryImpl,popQueryFetchPlan(boolean);1;395;;0;395;100
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalFetchJoin(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;3160;;;org,apache,openjpa,jdbc,sql,SelectImpl,setRange(long,long);1;395;;0;-2765;-700
org,apache,openjpa,kernel,exps,Context,setVariables(java,util,Map);1;0;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,calculateEagerMode(org,apache,openjpa,kernel,exps,QueryExpressions,long,long);1;7902;;0;7902;100
org,apache,openjpa,jdbc,schema,SimpleDriverDataSource,getClassLoader();1;395;;;org,apache,openjpa,jdbc,sql,AbstractResult,setLocking(boolean);1;396;;0;1;0,2525252525
org,apache,openjpa,jdbc,sql,SelectImpl$Selects,getAliases(boolean,boolean);1;1185;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalFetchJoin(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;5136;;0;3951;76,9275700935
org,apache,openjpa,jdbc,meta,strats,StringFieldStrategy,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;25284;;;org,apache,openjpa,kernel,exps,Context,setVariables(java,util,Map);1;396;;0;-24888;-6284,8484848485
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,setRange(long,long);1;1580;;;org,apache,openjpa,jdbc,schema,SimpleDriverDataSource,getClassLoader();1;0;;0;-1580;#VALEUR !
org,apache,openjpa,kernel,FetchConfigurationImpl,setLockTimeout(int);1;395;;;org,apache,openjpa,jdbc,sql,SelectImpl$Selects,getAliases(boolean,boolean);1;1580;;0;1185;75
org,apache,openjpa,jdbc,schema,SimpleDriverDataSource,getConnection(java,lang,String,java,lang,String);1;455901;;;org,apache,openjpa,jdbc,meta,strats,StringFieldStrategy,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;51358;;0;-404543;-787,6922777367
org,apache,openjpa,jdbc,kernel,JDBCStoreManager$CancelPreparedStatement,close();1;43062;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,setRange(long,long);1;1581;;0;-41481;-2623,7191650854
org,apache,openjpa,kernel,FetchConfigurationImpl,copyHints(org,apache,openjpa,kernel,FetchConfiguration);1;790;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setLockTimeout(int);1;395;;0;-395;-100
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getContexts();1;0;;;org,apache,openjpa,jdbc,schema,SimpleDriverDataSource,getConnection(java,lang,String,java,lang,String);1;731654;;0;731654;100
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getFromSelect();1;0;;;org,apache,openjpa,jdbc,kernel,JDBCStoreManager$CancelPreparedStatement,close();1;34371;;0;34371;100
org,apache,openjpa,kernel,DelegatingBroker,isCloseInvoked();1;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,copyHints(org,apache,openjpa,kernel,FetchConfiguration);1;791;;0;396;50,0632111252
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,select(org,apache,openjpa,jdbc,meta,ClassMapping,int,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,org,apache,openjpa,jdbc,sql,Joins,boolean);1;278124;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getContexts();1;395;;0;-277729;-70311,1392405063
org,apache,openjpa,jdbc,sql,ResultSetResult,close();1;205037;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getFromSelect();1;0;;0;-205037;#VALEUR !
org,apache,openjpa,jdbc,sql,SelectImpl,getJoinedTableClassMeta();1;0;;;org,apache,openjpa,kernel,DelegatingBroker,isCloseInvoked();1;395;;0;395;100
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,compile();1;6321;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,select(org,apache,openjpa,jdbc,meta,ClassMapping,int,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,org,apache,openjpa,jdbc,sql,Joins,boolean);1;426272;;0;419951;98,5171439832
org,apache,openjpa,kernel,QueryImpl,hasSubclasses();1;0;;;org,apache,openjpa,jdbc,sql,ResultSetResult,close();1;170272;;0;170272;100
org,apache,openjpa,jdbc,sql,SelectImpl,execute(org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;3128890;;;org,apache,openjpa,jdbc,sql,SelectImpl,getJoinedTableClassMeta();1;395;;0;-3128495;-792024,050632911
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getVerticalMappings(org,apache,openjpa,jdbc,meta,ClassMapping,boolean,org,apache,openjpa,kernel,exps,QueryExpressions,int);1;791;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,compile();1;7111;;0;6320;88,8763886936
org,apache,openjpa,jdbc,sql,SelectImpl$SelectResult,setSelect(org,apache,openjpa,jdbc,sql,SelectImpl);1;0;;;org,apache,openjpa,kernel,QueryImpl,hasSubclasses();1;395;;0;395;100
org,apache,openjpa,jdbc,sql,SelectImpl,hasEagerJoin(boolean);1;0;;;org,apache,openjpa,jdbc,sql,SelectImpl,execute(org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;3903606;;0;3903606;100
org,apache,openjpa,jdbc,sql,DBDictionary,setQueryTimeout(java,sql,PreparedStatement,int);1;3161;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getVerticalMappings(org,apache,openjpa,jdbc,meta,ClassMapping,boolean,org,apache,openjpa,kernel,exps,QueryExpressions,int);1;790;;0;-2371;-300,1265822785
org,apache,openjpa,jdbc,sql,SQLBuffer,prepareStatement(java,sql,Connection,int,int);1;2193384;;;org,apache,openjpa,jdbc,sql,SelectImpl$SelectResult,setSelect(org,apache,openjpa,jdbc,sql,SelectImpl);1;395;;0;-2192989;-555187,088607595
org,apache,openjpa,kernel,FetchConfigurationImpl,getFields();1;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,hasEagerJoin(boolean);1;395;;0;0;0
org,apache,openjpa,kernel,QueryImpl,getStoreContext();1;0;;;org,apache,openjpa,jdbc,sql,DBDictionary,setQueryTimeout(java,sql,PreparedStatement,int);1;2766;;0;2766;100
org,apache,openjpa,jdbc,schema,AutoDriverDataSource,getConnection(java,util,Properties);1;452346;;;org,apache,openjpa,jdbc,sql,SQLBuffer,prepareStatement(java,sql,Connection,int,int);1;2778865;;0;2326519;83,7219152424
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery$1,select(org,apache,openjpa,jdbc,sql,Select,int);1;300247;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getFields();1;791;;0;-299456;-37857,9013906447
org,apache,openjpa,jdbc,sql,SelectImpl,getOrdering();1;395;;;org,apache,openjpa,kernel,QueryImpl,getStoreContext();1;396;;0;1;0,2525252525
org,apache,openjpa,jdbc,sql,DBDictionary,setTimeouts(java,sql,PreparedStatement,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,boolean);1;8691;;;org,apache,openjpa,jdbc,schema,AutoDriverDataSource,getConnection(java,util,Properties);1;724938;;0;716247;98,801138856
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getParameterTypes();1;2765;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery$1,select(org,apache,openjpa,jdbc,sql,Select,int);1;457877;;0;455112;99,3961260338
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,hasGrouping(org,apache,openjpa,kernel,StoreQuery);1;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,getOrdering();1;395;;0;0;0
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator,decorate(java,sql,Connection);1;1975;;;org,apache,openjpa,jdbc,sql,DBDictionary,setTimeouts(java,sql,PreparedStatement,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,boolean);1;6716;;0;4741;70,5926146516
org,apache,openjpa,kernel,FetchConfigurationImpl,addFetchGroup(java,lang,String,boolean);1;1976;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getParameterTypes();1;2765;;0;789;28,5352622061
org,apache,openjpa,persistence,criteria,SelectionImpl,getAlias();1;395;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,hasGrouping(org,apache,openjpa,kernel,StoreQuery);1;1185;;0;790;66,6666666667
org,apache,openjpa,jdbc,sql,SelectImpl,recordTableAlias(org,apache,openjpa,jdbc,schema,Table,java,lang,Object,java,lang,Integer);1;32790;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator,decorate(java,sql,Connection);1;5531;;0;-27259;-492,8403543663
org,apache,openjpa,kernel,ExpressionStoreQuery,newDataStoreExecutor(org,apache,openjpa,meta,ClassMetaData,boolean);1;829630;;;org,apache,openjpa,kernel,FetchConfigurationImpl,addFetchGroup(java,lang,String,boolean);1;2765;;0;-826865;-29904,7016274864
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,assertSelection();1;0;;;org,apache,openjpa,persistence,criteria,SelectionImpl,getAlias();1;0;;0;0;#VALEUR !
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getThreadLocalContext();1;1185;;;org,apache,openjpa,jdbc,sql,SelectImpl,recordTableAlias(org,apache,openjpa,jdbc,schema,Table,java,lang,Object,java,lang,Integer);1;44642;;0;43457;97,3455490345
org,apache,openjpa,kernel,DelegatingQuery,getFetchConfiguration();1;1185;;;org,apache,openjpa,kernel,ExpressionStoreQuery,newDataStoreExecutor(org,apache,openjpa,meta,ClassMetaData,boolean);1;1220741;;0;1219556;99,9029278119
org,apache,openjpa,kernel,exps,QueryExpressions,isDistinct();1;395;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,assertSelection();1;395;;0;0;0
org,apache,openjpa,kernel,QueryImpl$PackingResultObjectProvider,close();1;209778;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getThreadLocalContext();1;790;;0;-208988;-26454,1772151899
org,apache,openjpa,persistence,criteria,SelectionImpl,setAutoAlias(java,lang,String);1;1976;;;org,apache,openjpa,kernel,DelegatingQuery,getFetchConfiguration();1;1975;;0;-1;-0,0506329114
org,apache,openjpa,jdbc,sql,AbstractResult,closeEagerMap(java,util,Map);1;395;;;org,apache,openjpa,kernel,exps,QueryExpressions,isDistinct();1;790;;0;395;50
org,apache,openjpa,jdbc,kernel,PagingResultObjectProvider,getPagedFields(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,long);1;2370;;;org,apache,openjpa,kernel,QueryImpl$PackingResultObjectProvider,close();1;175407;;0;173037;98,6488566591
org,apache,openjpa,persistence,EntityManagerImpl,createQuery(javax,persistence,criteria,CriteriaQuery);1;244149;;;org,apache,openjpa,persistence,criteria,SelectionImpl,setAutoAlias(java,lang,String);1;2766;;0;-241383;-8726,7895878525
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,isPacking(org,apache,openjpa,kernel,StoreQuery);1;395;;;org,apache,openjpa,jdbc,sql,AbstractResult,closeEagerMap(java,util,Map);1;395;;0;0;0
org,apache,openjpa,lib,rop,AbstractResultList,setUserObject(java,lang,Object);1;0;;;org,apache,openjpa,jdbc,kernel,PagingResultObjectProvider,getPagedFields(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,long);1;3555;;0;3555;100
org,apache,openjpa,kernel,FetchConfigurationImpl,getMaxFetchDepth();1;0;;;org,apache,openjpa,persistence,EntityManagerImpl,createQuery(javax,persistence,criteria,CriteriaQuery);1;259555;;0;259555;100
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalGrouping(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;6321;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,isPacking(org,apache,openjpa,kernel,StoreQuery);1;395;;0;-5926;-1500,253164557
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getSQL();1;1975;;;org,apache,openjpa,lib,rop,AbstractResultList,setUserObject(java,lang,Object);1;395;;0;-1580;-400
org,apache,openjpa,kernel,QueryImpl,isLRS(long,long);1;1975;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getMaxFetchDepth();1;0;;0;-1975;#VALEUR !
org,apache,openjpa,persistence,QueryImpl,getLanguage();1;1580;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalGrouping(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;10272;;0;8692;84,6183800623
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,from(javax,persistence,metamodel,EntityType);1;11062;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getSQL();1;1580;;0;-9482;-600,1265822785
org,apache,openjpa,jdbc,sql,SelectImpl,where(org,apache,openjpa,jdbc,sql,Joins);1;0;;;org,apache,openjpa,kernel,QueryImpl,isLRS(long,long);1;2765;;0;2765;100
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalFilter(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;709531;;;org,apache,openjpa,persistence,QueryImpl,getLanguage();1;1975;;0;-707556;-35825,6202531646
org,apache,openjpa,kernel,DelegatingQuery,getCandidateType();1;3161;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,from(javax,persistence,metamodel,EntityType);1;11852;;0;8691;73,3293958826
org,apache,openjpa,kernel,QueryImpl,execute(int,java,util,Map);1;8417584;;;org,apache,openjpa,jdbc,sql,SelectImpl,where(org,apache,openjpa,jdbc,sql,Joins);1;0;;0;-8417584;#VALEUR !
org,apache,openjpa,jdbc,sql,SelectImpl,getAutoDistinct();1;395;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalFilter(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;1059556;;0;1059161;99,9627202338
org,apache,openjpa,kernel,QueryImpl,getOrderedParameterTypes();1;7111;;;org,apache,openjpa,kernel,DelegatingQuery,getCandidateType();1;4741;;0;-2370;-49,9894537018
org,apache,openjpa,kernel,DelegatingQuery,isDistinct();1;13432;;;org,apache,openjpa,kernel,QueryImpl,execute(int,java,util,Map);1;8185682;;0;8172250;99,8359086024
org,apache,openjpa,kernel,QueryImpl,assertParameters(org,apache,openjpa,kernel,StoreQuery,org,apache,openjpa,kernel,StoreQuery$Executor,java,util,Map);1;6321;;;org,apache,openjpa,jdbc,sql,SelectImpl,getAutoDistinct();1;790;;0;-5531;-700,1265822785
org,apache,openjpa,persistence,EntityManagerImpl,assertNotCloseInvoked();1;2766;;;org,apache,openjpa,kernel,QueryImpl,getOrderedParameterTypes();1;7111;;0;4345;61,1025172268
org,apache,openjpa,jdbc,sql,SelectImpl,and(org,apache,openjpa,jdbc,sql,Joins,org,apache,openjpa,jdbc,sql,Joins);1;1581;;;org,apache,openjpa,kernel,DelegatingQuery,isDistinct();1;13037;;0;11456;87,8729769119
org,apache,openjpa,jdbc,schema,Table,getSchemaIdentifier();1;395;;;org,apache,openjpa,kernel,QueryImpl,assertParameters(org,apache,openjpa,kernel,StoreQuery,org,apache,openjpa,kernel,StoreQuery$Executor,java,util,Map);1;11061;;0;10666;96,4288943134
org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,equals(java,lang,Object);1;790;;;org,apache,openjpa,persistence,EntityManagerImpl,assertNotCloseInvoked();1;2765;;0;1975;71,4285714286
org,apache,openjpa,kernel,QueryImpl,createExecutor(boolean);1;841087;;;org,apache,openjpa,jdbc,sql,SelectImpl,and(org,apache,openjpa,jdbc,sql,Joins,org,apache,openjpa,jdbc,sql,Joins);1;1975;;0;-839112;-42486,6835443038
org,apache,openjpa,persistence,criteria,SelectionImpl,isCompoundSelection();1;395;;;org,apache,openjpa,jdbc,schema,Table,getSchemaIdentifier();1;0;;0;-395;#VALEUR !
org,apache,openjpa,jdbc,schema,SimpleDriverDataSource,getSimpleConnection(java,util,Properties);1;445630;;;org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,equals(java,lang,Object);1;790;;0;-444840;-56308,8607594937
org,apache,openjpa,kernel,FetchConfigurationImpl,clone();1;85729;;;org,apache,openjpa,kernel,QueryImpl,createExecutor(boolean);1;1234963;;0;1149234;93,058172593
org,apache,openjpa,persistence,QueryImpl,postExecute(java,lang,Object);1;103902;;;org,apache,openjpa,persistence,criteria,SelectionImpl,isCompoundSelection();1;395;;0;-103507;-26204,3037974684
org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,initialize(java,lang,String,java,lang,Object);1;88889;;;org,apache,openjpa,jdbc,schema,SimpleDriverDataSource,getSimpleConnection(java,util,Properties);1;714272;;0;625383;87,5553010618
org,apache,openjpa,persistence,meta,Types$BaseType,getJavaType();1;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,clone();1;92444;;0;92049;99,5727142919
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,hasJoin(java,lang,String);1;54913;;;org,apache,openjpa,persistence,QueryImpl,postExecute(java,lang,Object);1;120494;;0;65581;54,426776437
org,apache,openjpa,jdbc,meta,FieldMapping,isEagerSelectToMany();1;2370;;;org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,initialize(java,lang,String,java,lang,Object);1;104296;;0;101926;97,7276213853
org,apache,openjpa,kernel,exps,Context,addSchema(java,lang,String,org,apache,openjpa,meta,ClassMetaData);1;2766;;;org,apache,openjpa,persistence,meta,Types$BaseType,getJavaType();1;0;;0;-2766;#VALEUR !
org,apache,openjpa,jdbc,sql,SelectImpl,setContext(org,apache,openjpa,kernel,exps,Context);1;1185;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,hasJoin(java,lang,String);1;86123;;0;84938;98,6240609361
org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,newBoundVariable(java,lang,String,java,lang,Class);1;2370;;;org,apache,openjpa,jdbc,meta,FieldMapping,isEagerSelectToMany();1;3160;;0;790;25
org,apache,openjpa,kernel,QueryImpl,getCandidateType();1;1976;;;org,apache,openjpa,kernel,exps,Context,addSchema(java,lang,String,org,apache,openjpa,meta,ClassMetaData);1;2765;;0;789;28,5352622061
org,apache,openjpa,persistence,QueryImpl,getResultList();1;9553387;;;org,apache,openjpa,jdbc,sql,SelectImpl,setContext(org,apache,openjpa,kernel,exps,Context);1;1580;;0;-9551807;-604544,746835443
org,apache,openjpa,jdbc,sql,SQLBuffer,getParameters();1;790;;;org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,newBoundVariable(java,lang,String,java,lang,Class);1;3161;;0;2371;75,0079088896
org,apache,openjpa,jdbc,schema,DataSourceFactory$DefaultsDataSource,getConnection();1;481186;;;org,apache,openjpa,kernel,QueryImpl,getCandidateType();1;3161;;0;-478025;-15122,5877886745
org,apache,openjpa,persistence,criteria,SelectionImpl,isAliased();1;790;;;org,apache,openjpa,persistence,QueryImpl,getResultList();1;9764349;;0;9763559;99,9919093429
org,apache,openjpa,kernel,exps,Context,setSelect(java,lang,Object);1;0;;;org,apache,openjpa,jdbc,sql,SQLBuffer,getParameters();1;395;;0;395;100
org,apache,openjpa,kernel,QueryImpl,isParsedQuery();1;1976;;;org,apache,openjpa,jdbc,schema,DataSourceFactory$DefaultsDataSource,getConnection();1;777481;;0;775505;99,7458458792
org,apache,openjpa,persistence,QueryImpl,lock();1;1185;;;org,apache,openjpa,persistence,criteria,SelectionImpl,isAliased();1;790;;0;-395;-50
;;;;;org,apache,openjpa,kernel,exps,Context,setSelect(java,lang,Object);1;0;;1;0;#VALEUR !
;;;;;org,apache,openjpa,kernel,QueryImpl,isParsedQuery();1;1580;;1;1580;100
;;;;;org,apache,openjpa,persistence,QueryImpl,lock();1;790;;1;790;100
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
OpenJPA 2,4,1 user land;;;;;OpenJPA 2,3,0 user land;;;;;;
org.test.MainEntity.pcGetStateManager();20;790.0;;;org,test,MainEntity,pcGetStateManager();20;1975;;0;#VALEUR !;#VALEUR !
org.test.MainEntity.pcReplaceField(int);10;3160;;;org,test,MainEntity,pcReplaceField(int);10;2766;;0;-394;-14,2443962401
org.test.MainEntity.pcNewInstance(org.apache.openjpa.enhance.StateManager,java.lang.Object,boolean);10;22914;;;org,test,MainEntity,pcNewInstance(org,apache,openjpa,enhance,StateManager,java,lang,Object,boolean);10;21727;;0;-1187;-5,4632484927
org.test.MainEntity.pcCopyKeyFieldsFromObjectId(java.lang.Object);10;790;;;org,test,MainEntity,pcCopyKeyFieldsFromObjectId(java,lang,Object);10;1186;;0;396;33,389544688
org.test.MainEntity.pcSetDetachedState(java.lang.Object);10;1185;;;org,test,MainEntity,pcSetDetachedState(java,lang,Object);10;790;;0;-395;-50
org.test.MainEntity.pcReplaceStateManager(org.apache.openjpa.enhance.StateManager);10;1580;;;org,test,MainEntity,pcReplaceStateManager(org,apache,openjpa,enhance,StateManager);10;1975;;0;395;20
org.test.MainEntity.pcClearFields();10;2766;;;org,test,MainEntity,pcClearFields();10;2765;;0;-1;-0,0361663653
